timestamp,postcode,surface_global_irradiance,direct_normal_irradiance,surface_diffuse_irradiance,quality_mask,cloud_type,cloud_optical_depth,solar_elevation,solar_azimuth
31/12/2022 19:30,5011,0,0,0,1,0,0,-0.4,118.8
31/12/2022 19:40,5011,13.05,115.72,10.11,1,0,0,1.5,117.4
31/12/2022 19:50,5011,33.17,253.21,18.65,1,0,0,3.3,116
31/12/2022 20:00,5011,55.39,350.29,24,1,0,0,5.1,114.6
31/12/2022 20:10,5011,84.47,440.88,30.62,1,0,0,7,113.3
31/12/2022 20:20,5011,115.51,512.39,36.16,1,0,0,8.9,112
31/12/2022 20:30,5011,148.34,571.66,41.04,1,0,0,10.8,110.7
31/12/2022 20:40,5011,182.78,622.37,45.49,1,0,0,12.7,109.4
31/12/2022 20:50,5011,218.1,665.33,49.43,1,0,0,14.7,108.1
31/12/2022 21:00,5011,254.37,702.78,53.11,1,0,0,16.6,106.8
31/12/2022 21:10,5011,291.19,735.5,56.48,1,0,0,18.6,105.6
31/12/2022 21:20,5011,328.32,764.23,59.56,1,0,0,20.6,104.4
31/12/2022 21:30,5011,365.6,789.68,62.37,1,0,0,22.6,103.1
31/12/2022 21:40,5011,402.9,812.36,64.96,1,0,0,24.6,101.9
31/12/2022 21:50,5011,440.11,832.7,67.35,1,0,0,26.6,100.6
31/12/2022 22:00,5011,477.09,851.03,69.55,1,0,0,28.6,99.4
31/12/2022 22:10,5011,513.74,867.55,71.63,1,0,0,30.6,98.1
31/12/2022 22:20,5011,549.95,882.41,73.62,1,0,0,32.7,96.9
31/12/2022 22:30,5011,585.63,895.96,75.47,1,0,0,34.7,95.6
31/12/2022 22:40,5011,620.69,908.33,77.2,1,0,0,36.8,94.3
31/12/2022 22:50,5011,655.03,919.65,78.82,1,0,0,38.8,93
31/12/2022 23:00,5011,688.58,930.03,80.33,1,0,0,40.8,91.6
31/12/2022 23:10,5011,721.25,939.56,81.74,1,0,0,42.9,90.2
31/12/2022 23:20,5011,752.96,948.31,83.05,1,0,0,44.9,88.8
31/12/2022 23:30,5011,783.64,956.35,84.29,1,0,0,47,87.3
31/12/2022 23:40,5011,813.21,963.73,85.43,1,0,0,49,85.7
31/12/2022 23:50,5011,841.6,970.51,86.5,1,0,0,51.1,84
1/01/2023 0:00,5011,868.75,976.73,87.5,1,0,0,53.1,82.3
1/01/2023 0:10,5011,894.61,982.46,88.42,1,0,0,55.1,80.4
1/01/2023 0:20,5011,919.11,987.69,89.27,1,0,0,57.2,78.4
1/01/2023 0:30,5011,942.19,992.47,90.06,1,0,0,59.2,76.3
1/01/2023 0:40,5011,963.8,996.81,90.78,1,0,0,61.1,73.9
1/01/2023 0:50,5011,983.88,1000.74,91.44,1,0,0,63.1,71.4
1/01/2023 1:00,5011,1002.41,1004.28,92.04,1,0,0,65,68.5
1/01/2023 1:10,5011,1019.32,1007.45,92.58,1,0,0,66.9,65.3
1/01/2023 1:20,5011,1034.58,1010.26,93.06,1,0,0,68.7,61.6
1/01/2023 1:30,5011,1048.17,1012.72,93.48,1,0,0,70.5,57.3
1/01/2023 1:40,5011,1060.03,1014.85,93.85,1,0,0,72.2,52.4
1/01/2023 1:50,5011,1070.17,1016.66,94.16,1,0,0,73.7,46.6
1/01/2023 2:00,5011,1078.55,1018.14,94.41,1,0,0,75.2,39.8
1/01/2023 2:10,5011,1085.15,1019.32,94.61,1,0,0,76.4,31.9
1/01/2023 2:20,5011,1089.96,1020.19,94.76,1,0,0,77.3,22.6
1/01/2023 2:30,5011,1092.97,1020.76,94.85,1,0,0,77.9,12.3
1/01/2023 2:50,5011,1093.53,1021,94.86,1,0,0,78,350.1
1/01/2023 3:00,5011,1091.09,1020.67,94.78,1,0,0,77.5,339.6
1/01/2023 3:10,5011,1087.02,1020.22,94.65,1,0,0,76.6,330.1
1/01/2023 3:20,5011,1081.16,1019.47,94.46,1,0,0,75.4,321.8
1/01/2023 3:30,5011,1073.51,1018.41,94.22,1,0,0,74.1,314.8
1/01/2023 3:40,5011,1064.08,1017.04,93.92,1,0,0,72.5,308.8
1/01/2023 3:50,5011,1052.91,1015.34,93.56,1,0,0,70.9,303.7
1/01/2023 4:00,5011,1040.01,1013.31,93.15,1,0,0,69.1,299.3
1/01/2023 4:10,5011,1025.41,1010.95,92.68,1,0,0,67.3,295.5
1/01/2023 4:20,5011,1009.15,1008.23,92.16,1,0,0,65.4,292.2
1/01/2023 4:30,5011,991.25,1005.14,91.57,1,0,0,63.5,289.3
1/01/2023 4:40,5011,971.77,1001.67,90.92,1,0,0,61.6,286.6
1/01/2023 4:50,5011,950.75,997.79,90.21,1,0,0,59.6,284.2
1/01/2023 5:00,5011,928.22,993.49,89.44,1,0,0,57.6,282
1/01/2023 5:10,5011,904.24,988.74,88.6,1,0,0,55.6,280
1/01/2023 5:20,5011,878.87,983.51,87.69,1,0,0,53.6,278.1
1/01/2023 5:30,5011,852.16,977.77,86.71,1,0,0,51.5,276.4
1/01/2023 5:40,5011,824.23,971.55,85.66,1,0,0,49.5,274.7
1/01/2023 5:50,5011,795.11,964.76,84.54,1,0,0,47.4,273.1
1/01/2023 6:00,5011,764.83,957.34,83.33,1,0,0,45.4,271.6
1/01/2023 6:10,5011,733.35,949.03,82.04,1,0,0,43.3,270.1
1/01/2023 6:20,5011,700.87,939.97,80.65,1,0,0,41.3,268.7
1/01/2023 6:30,5011,667.47,930.07,79.17,1,0,0,39.2,267.4
1/01/2023 6:40,5011,633.23,919.25,77.58,1,0,0,37.2,266
1/01/2023 6:50,5011,598.24,907.41,75.88,1,0,0,35.1,264.7
1/01/2023 7:00,5011,562.59,894.42,74.06,1,0,0,33.1,263.4
1/01/2023 7:10,5011,526.36,880.14,72.11,1,0,0,31.1,262.2
1/01/2023 7:20,5011,489.65,864.3,70.06,1,0,0,29,260.9
1/01/2023 7:30,5011,452.56,846.67,67.89,1,0,0,27,259.7
1/01/2023 7:40,5011,415.21,827.08,65.55,1,0,0,25,258.4
1/01/2023 7:50,5011,377.7,805.21,63.01,1,0,0,23,257.2
1/01/2023 8:00,5011,340.15,780.66,60.25,1,0,0,21,256
1/01/2023 8:10,5011,302.7,752.92,57.24,1,0,0,19,254.7
1/01/2023 8:20,5011,265.5,721.3,53.95,1,0,0,17.1,253.5
1/01/2023 8:30,5011,228.7,684.94,50.32,1,0,0,15.1,252.2
1/01/2023 8:40,5011,192.86,643.48,46.47,1,0,0,13.1,250.9
1/01/2023 8:50,5011,157.83,594.61,42.14,1,0,0,11.2,249.7
1/01/2023 9:00,5011,124.17,537.06,37.34,1,0,0,9.3,248.4
1/01/2023 9:10,5011,92.38,468.51,31.98,1,0,0,7.4,247.1
1/01/2023 9:20,5011,62.4,381.86,25.61,1,0,0,5.5,245.7
1/01/2023 9:30,5011,38.31,286.28,20,1,0,0,3.7,244.4
1/01/2023 9:40,5011,17.33,158.15,12.28,1,0,0,1.8,243
1/01/2023 9:50,5011,0.05,0,0.05,1,0,0,0,241.6
1/01/2023 19:30,5011,0,0,0,1,0,0,-0.5,118.8
1/01/2023 19:40,5011,12.18,122.12,9.36,1,0,0,1.3,117.4
1/01/2023 19:50,5011,33,268.42,18.24,1,0,0,3.2,116
1/01/2023 20:00,5011,55.64,365.69,23.73,1,0,0,5,114.6
1/01/2023 20:10,5011,85.46,459.38,30.43,1,0,0,6.9,113.3
1/01/2023 20:20,5011,117.23,532.33,36.04,1,0,0,8.8,111.9
1/01/2023 20:30,5011,150.73,592.16,40.96,1,0,0,10.7,110.6
1/01/2023 20:40,5011,185.9,643.34,45.46,1,0,0,12.6,109.4
1/01/2023 20:50,5011,221.89,686.38,49.45,1,0,0,14.6,108.1
1/01/2023 21:00,5011,258.81,723.82,53.17,1,0,0,16.5,106.8
1/01/2023 21:10,5011,296.41,756.92,56.55,1,0,0,18.5,105.6
1/01/2023 21:20,5011,334.28,785.89,59.64,1,0,0,20.5,104.3
1/01/2023 21:30,5011,372.3,811.46,62.47,1,0,0,22.4,103.1
1/01/2023 21:40,5011,410.31,834.19,65.07,1,0,0,24.4,101.9
1/01/2023 21:50,5011,448.2,854.52,67.47,1,0,0,26.5,100.6
1/01/2023 22:00,5011,485.85,872.8,69.69,1,0,0,28.5,99.4
1/01/2023 22:10,5011,523.15,889.26,71.77,1,0,0,30.5,98.1
1/01/2023 22:20,5011,559.99,904.05,73.76,1,0,0,32.5,96.9
1/01/2023 22:30,5011,596.27,917.5,75.61,1,0,0,34.6,95.6
1/01/2023 22:40,5011,631.91,929.76,77.35,1,0,0,36.6,94.3
1/01/2023 22:50,5011,666.82,940.96,78.97,1,0,0,38.7,92.9
1/01/2023 23:00,5011,700.9,951.21,80.48,1,0,0,40.7,91.6
1/01/2023 23:10,5011,734.09,960.6,81.89,1,0,0,42.8,90.2
1/01/2023 23:20,5011,766.29,969.21,83.22,1,0,0,44.8,88.7
1/01/2023 23:30,5011,797.43,977.11,84.45,1,0,0,46.9,87.2
1/01/2023 23:40,5011,827.45,984.36,85.6,1,0,0,48.9,85.7
1/01/2023 23:50,5011,856.23,991,86.68,1,0,0,50.9,84
2/01/2023 0:00,5011,883.78,997.09,87.68,1,0,0,53,82.3
2/01/2023 0:10,5011,909.89,1002.57,88.57,1,0,0,55,80.4
2/01/2023 0:20,5011,934.6,1007.5,89.42,1,0,0,57,78.4
2/01/2023 0:30,5011,957.85,1011.98,90.21,1,0,0,59,76.3
2/01/2023 0:40,5011,979.61,1016.03,90.94,1,0,0,61,73.9
2/01/2023 0:50,5011,999.82,1019.68,91.6,1,0,0,63,71.3
2/01/2023 1:00,5011,1018.43,1022.94,92.2,1,0,0,64.9,68.5
2/01/2023 1:10,5011,1035.41,1025.83,92.74,1,0,0,66.8,65.2
2/01/2023 1:20,5011,1050.72,1028.37,93.23,1,0,0,68.6,61.6
2/01/2023 1:30,5011,1064.33,1030.57,93.65,1,0,0,70.4,57.4
2/01/2023 1:40,5011,1076.2,1032.44,94.02,1,0,0,72,52.5
2/01/2023 1:50,5011,1086.31,1033.99,94.33,1,0,0,73.6,46.7
2/01/2023 2:10,5011,1101.16,1036.17,94.79,1,0,0,76.2,32.1
2/01/2023 2:20,5011,1105.87,1036.8,94.93,1,0,0,77.2,23
2/01/2023 2:30,5011,1108.76,1037.14,95.02,1,0,0,77.8,12.7
2/01/2023 2:50,5011,1109.03,1036.92,95.03,1,0,0,77.9,350.7
2/01/2023 3:00,5011,1106.41,1036.37,94.95,1,0,0,77.4,340.2
2/01/2023 3:10,5011,1101.97,1035.53,94.82,1,0,0,76.6,330.7
2/01/2023 3:20,5011,1095.72,1034.39,94.63,1,0,0,75.4,322.4
2/01/2023 3:30,5011,1087.66,1032.94,94.38,1,0,0,74.1,315.3
2/01/2023 3:40,5011,1077.82,1031.18,94.08,1,0,0,72.6,309.3
2/01/2023 3:50,5011,1066.22,1029.1,93.72,1,0,0,70.9,304.1
2/01/2023 4:00,5011,1052.88,1026.7,93.31,1,0,0,69.2,299.7
2/01/2023 4:10,5011,1037.83,1023.95,92.84,1,0,0,67.4,295.9
2/01/2023 4:20,5011,1021.11,1020.86,92.31,1,0,0,65.5,292.5
2/01/2023 4:30,5011,1002.76,1017.4,91.72,1,0,0,63.6,289.6
2/01/2023 4:40,5011,982.81,1013.55,91.07,1,0,0,61.6,286.9
2/01/2023 4:50,5011,961.3,1009.31,90.36,1,0,0,59.6,284.5
2/01/2023 5:00,5011,938.3,1004.64,89.58,1,0,0,57.7,282.3
2/01/2023 5:10,5011,913.84,999.52,88.74,1,0,0,55.6,280.2
2/01/2023 5:20,5011,887.99,993.93,87.83,1,0,0,53.6,278.3
2/01/2023 5:30,5011,860.81,987.82,86.85,1,0,0,51.6,276.6
2/01/2023 5:40,5011,832.35,981.17,85.8,1,0,0,49.5,274.9
2/01/2023 5:50,5011,802.68,973.92,84.67,1,0,0,47.5,273.3
2/01/2023 6:00,5011,771.86,966.04,83.45,1,0,0,45.4,271.8
2/01/2023 6:10,5011,740.25,957.84,82.16,1,0,0,43.4,270.3
2/01/2023 6:20,5011,707.64,948.89,80.78,1,0,0,41.3,268.9
2/01/2023 6:30,5011,674.09,939.1,79.3,1,0,0,39.3,267.5
2/01/2023 6:40,5011,639.68,928.4,77.72,1,0,0,37.3,266.2
2/01/2023 6:50,5011,604.51,916.67,76.03,1,0,0,35.2,264.9
2/01/2023 7:00,5011,568.66,903.8,74.22,1,0,0,33.2,263.6
2/01/2023 7:10,5011,532.22,889.64,72.28,1,0,0,31.1,262.3
2/01/2023 7:20,5011,495.28,873.94,70.22,1,0,0,29.1,261.1
2/01/2023 7:30,5011,457.94,856.44,68.06,1,0,0,27.1,259.8
2/01/2023 7:40,5011,420.31,836.99,65.72,1,0,0,25.1,258.6
2/01/2023 7:50,5011,382.52,815.25,63.19,1,0,0,23.1,257.3
2/01/2023 8:00,5011,344.68,790.83,60.44,1,0,0,21.1,256.1
2/01/2023 8:10,5011,306.91,763.19,57.44,1,0,0,19.1,254.8
2/01/2023 8:20,5011,269.37,731.68,54.16,1,0,0,17.1,253.6
2/01/2023 8:30,5011,232.22,695.39,50.54,1,0,0,15.1,252.3
2/01/2023 8:40,5011,196.02,654.03,46.69,1,0,0,13.2,251.1
2/01/2023 8:50,5011,160.62,605.26,42.38,1,0,0,11.3,249.8
2/01/2023 9:00,5011,126.55,547.72,37.58,1,0,0,9.3,248.5
2/01/2023 9:10,5011,94.44,479.78,32.24,1,0,0,7.4,247.2
2/01/2023 9:20,5011,64.08,393.51,25.89,1,0,0,5.6,245.9
2/01/2023 9:30,5011,39.48,298.27,20.19,1,0,0,3.7,244.5
2/01/2023 9:40,5011,18.08,170.78,12.51,1,0,0,1.9,243.1
2/01/2023 9:50,5011,0.23,0.03,0.23,1,0,0,0.1,241.7
2/01/2023 19:30,5011,0,0,0,1,0,0,-0.6,118.8
2/01/2023 19:40,5011,10.57,102.08,8.46,1,0,0,1.2,117.4
2/01/2023 19:50,5011,30.98,252.44,17.71,1,0,0,3,116
2/01/2023 20:00,5011,53.28,352.77,23.35,1,0,0,4.9,114.6
2/01/2023 20:10,5011,40.16,0,40.16,1,5,10.6,6.7,113.3
2/01/2023 20:20,5011,113.79,520.81,35.61,1,0,0,8.6,111.9
2/01/2023 20:30,5011,67.54,73.28,54.13,1,5,10.6,10.5,110.6
2/01/2023 20:40,5011,181.91,633.71,45.07,1,0,0,12.5,109.3
2/01/2023 20:50,5011,97.34,65.74,80.98,1,5,10.6,14.4,108.1
2/01/2023 21:00,5011,112.75,64.71,94.52,1,5,10.6,16.4,106.8
2/01/2023 21:10,5011,130.1,64.92,109.67,1,5,10.6,18.3,105.6
2/01/2023 21:20,5011,150.15,56.93,130.38,1,5,10.1,20.3,104.3
2/01/2023 21:30,5011,188.78,26.55,178.7,1,5,7.48,22.3,103.1
2/01/2023 21:40,5011,263.58,59.04,239.27,1,5,4.19,24.3,101.8
2/01/2023 21:50,5011,271.19,36.73,254.9,1,5,5.31,26.3,100.6
2/01/2023 22:00,5011,282.11,28.78,268.45,1,5,6.08,28.3,99.3
2/01/2023 22:10,5011,294.29,30.02,279.11,1,5,6.77,30.4,98.1
2/01/2023 22:20,5011,342.11,44.93,318.04,1,5,5.61,32.4,96.8
2/01/2023 22:30,5011,378.47,60.17,344.44,1,5,5.12,34.4,95.5
2/01/2023 22:40,5011,403.17,66.22,363.8,1,5,5.12,36.5,94.2
2/01/2023 22:50,5011,464.44,101.99,400.92,1,5,3.87,38.5,92.9
2/01/2023 23:00,5011,474.08,92.58,413.86,1,5,4.48,40.6,91.5
2/01/2023 23:10,5011,371.17,62.55,328.81,1,5,9.16,42.6,90.1
2/01/2023 23:20,5011,463.9,64.75,418.38,1,5,6.43,44.7,88.7
2/01/2023 23:30,5011,492.75,76.46,437.08,1,5,6.17,46.7,87.2
2/01/2023 23:40,5011,541.78,98.84,467.45,1,5,5.34,48.8,85.6
2/01/2023 23:50,5011,736.79,551.78,309.14,1,6,0.7,50.8,84
3/01/2023 0:00,5011,763.52,566.93,311.68,1,6,0.7,52.8,82.2
3/01/2023 0:10,5011,579.03,109.1,489.8,1,5,5.86,54.9,80.4
3/01/2023 0:20,5011,631.81,134.43,519.22,1,5,4.95,56.9,78.4
3/01/2023 0:30,5011,757.34,275.39,521.57,1,5,2.47,58.9,76.2
3/01/2023 0:40,5011,808.73,396.51,462.39,1,5,1.77,60.9,73.9
3/01/2023 0:50,5011,848.86,511.83,393.55,1,5,1.31,62.8,71.3
3/01/2023 1:00,5011,866.18,524.09,392.18,1,5,1.31,64.7,68.4
3/01/2023 1:10,5011,1027.11,1018.16,92.47,1,0,0,66.6,65.2
3/01/2023 1:20,5011,927.01,660.89,312.26,1,6,0.7,68.5,61.6
3/01/2023 1:30,5011,867.46,352.48,535.75,1,5,2.24,70.2,57.4
3/01/2023 1:40,5011,1067.85,1024.75,93.75,1,0,0,71.9,52.5
3/01/2023 1:50,5011,1077.96,1026.3,94.06,1,0,0,73.5,46.8
3/01/2023 2:00,5011,1086.29,1027.52,94.32,1,0,0,74.9,40.1
3/01/2023 2:10,5011,1092.83,1028.44,94.52,1,0,0,76.1,32.3
3/01/2023 2:20,5011,1097.56,1029.05,94.67,1,0,0,77.1,23.3
3/01/2023 2:30,5011,1100.48,1029.37,94.76,1,0,0,77.7,13.1
3/01/2023 2:50,5011,994.68,689.3,320.81,1,6,0.7,77.9,351.2
3/01/2023 3:00,5011,1098.26,1028.52,94.69,1,0,0,77.4,340.7
3/01/2023 3:10,5011,1094.14,1027.9,94.57,1,0,0,76.5,331.2
3/01/2023 3:20,5011,979.47,685.73,315.88,1,6,0.7,75.4,322.9
3/01/2023 3:30,5011,970.36,683.99,312.66,1,6,0.7,74.1,315.8
3/01/2023 3:40,5011,959.32,678,312.5,1,6,0.7,72.6,309.7
3/01/2023 3:50,5011,1059.7,1022.36,93.5,1,0,0,70.9,304.5
3/01/2023 4:00,5011,1046.69,1020.17,93.1,1,0,0,69.2,300.1
3/01/2023 4:10,5011,1031.98,1017.65,92.63,1,0,0,67.4,296.2
3/01/2023 4:20,5011,897.7,643.84,311.77,1,6,0.7,65.5,292.9
3/01/2023 4:30,5011,880.27,634.79,311.68,1,6,0.7,63.6,289.9
3/01/2023 4:40,5011,977.96,1007.9,90.89,1,0,0,61.7,287.2
3/01/2023 4:50,5011,956.79,1003.87,90.19,1,0,0,59.7,284.7
3/01/2023 5:00,5011,934.11,999.42,89.42,1,0,0,57.7,282.5
3/01/2023 5:10,5011,909.98,994.52,88.59,1,0,0,55.7,280.5
3/01/2023 5:20,5011,884.45,989.14,87.68,1,0,0,53.7,278.6
3/01/2023 5:30,5011,857.58,983.26,86.71,1,0,0,51.6,276.8
3/01/2023 5:40,5011,829.42,976.83,85.67,1,0,0,49.6,275.1
3/01/2023 5:50,5011,800.05,969.81,84.54,1,0,0,47.5,273.5
3/01/2023 6:00,5011,769.53,962.15,83.34,1,0,0,45.5,272
3/01/2023 6:10,5011,634.26,496.87,292.59,1,6,0.7,43.4,270.5
3/01/2023 6:20,5011,603.94,468.32,294.26,1,6,0.7,41.4,269.1
3/01/2023 6:30,5011,572.31,448.37,288.04,1,6,0.7,39.3,267.7
3/01/2023 6:40,5011,538.29,432.29,276.33,1,6,0.7,37.3,266.3
3/01/2023 6:50,5011,503.48,416.4,263.13,1,6,0.7,35.3,265
3/01/2023 7:00,5011,469.03,404.72,247.34,1,6,0.7,33.2,263.7
3/01/2023 7:10,5011,436.7,394.2,232.62,1,6,0.7,31.2,262.5
3/01/2023 7:20,5011,494.22,870.68,70.15,1,0,0,29.1,261.2
3/01/2023 7:30,5011,457.03,853.27,67.99,1,0,0,27.1,260
3/01/2023 7:40,5011,419.54,833.92,65.66,1,0,0,25.1,258.7
3/01/2023 7:50,5011,381.88,812.3,63.14,1,0,0,23.1,257.5
3/01/2023 8:00,5011,344.16,788,60.4,1,0,0,21.1,256.2
3/01/2023 8:10,5011,306.51,760.52,57.41,1,0,0,19.1,255
3/01/2023 8:20,5011,269.09,729.17,54.13,1,0,0,17.1,253.7
3/01/2023 8:30,5011,232.04,693.08,50.53,1,0,0,15.2,252.5
3/01/2023 8:40,5011,195.93,651.91,46.69,1,0,0,13.2,251.2
3/01/2023 8:50,5011,160.62,603.38,42.38,1,0,0,11.3,249.9
3/01/2023 9:00,5011,126.61,546.08,37.59,1,0,0,9.4,248.6
3/01/2023 9:10,5011,94.5,478.02,32.26,1,0,0,7.5,247.3
3/01/2023 9:20,5011,64.16,391.84,25.94,1,0,0,5.6,246
3/01/2023 9:30,5011,39.54,296.33,20.24,1,0,0,3.7,244.6
3/01/2023 9:40,5011,18.21,169.23,12.62,1,0,0,1.9,243.2
3/01/2023 9:50,5011,0.37,0.13,0.37,1,0,0,0.1,241.8
3/01/2023 19:30,5011,0,0,0,1,0,0,-0.8,118.8
3/01/2023 19:40,5011,9.27,94.12,7.56,1,0,0,1,117.4
3/01/2023 19:50,5011,29.81,252.71,17.14,1,0,0,2.9,116
3/01/2023 20:00,5011,27.98,0,27.98,1,5,4.6,4.7,114.6
3/01/2023 20:10,5011,45.79,0,45.79,1,5,4.6,6.6,113.2
3/01/2023 20:20,5011,65.14,0,65.14,1,5,4.6,8.5,111.9
3/01/2023 20:30,5011,84.49,4.02,83.76,1,5,4.6,10.4,110.6
3/01/2023 20:40,5011,104.87,24.91,99.55,1,5,4.6,12.3,109.3
3/01/2023 20:50,5011,125.73,41.59,115.48,1,5,4.6,14.3,108
3/01/2023 21:00,5011,147.97,46.26,135.05,1,5,4.6,16.2,106.8
3/01/2023 21:10,5011,173.04,45.67,158.78,1,5,4.6,18.2,105.5
3/01/2023 21:20,5011,150.42,87.24,120.33,1,5,10.48,20.2,104.3
3/01/2023 21:30,5011,107.67,98.27,70.59,1,5,25.04,22.2,103
3/01/2023 21:40,5011,171.93,97.66,131.94,1,5,12.56,24.2,101.8
3/01/2023 21:50,5011,216.93,65.92,187.84,1,5,9.01,26.2,100.6
3/01/2023 22:00,5011,180.63,106.26,130.41,1,5,16.26,28.2,99.3
3/01/2023 22:10,5011,228.93,88.44,184.4,1,5,11.57,30.2,98
3/01/2023 22:20,5011,323.17,48.29,297.4,1,5,6.67,32.3,96.8
3/01/2023 22:30,5011,315.32,61.73,280.53,1,5,8.16,34.3,95.5
3/01/2023 22:40,5011,257.38,101.52,197.22,1,5,13.4,36.3,94.2
3/01/2023 22:50,5011,264.7,106.73,198.42,1,5,14.15,38.4,92.9
3/01/2023 23:00,5011,355.99,74.04,307.96,1,5,9.23,40.4,91.5
3/01/2023 23:10,5011,470.6,74.96,419.97,1,5,5.68,42.5,90.1
3/01/2023 23:20,5011,597.45,174.68,474.94,1,5,2.7,44.5,88.6
3/01/2023 23:30,5011,571.46,121.43,483.25,1,5,4.13,46.6,87.1
3/01/2023 23:40,5011,555.18,102.41,478.33,1,5,5.25,48.6,85.5
3/01/2023 23:50,5011,464.54,81.58,401.44,1,5,8.79,50.7,83.9
4/01/2023 0:00,5011,379.12,110.77,291,1,5,13,52.7,82.1
4/01/2023 0:10,5011,361.36,128.51,256.44,1,5,14.96,54.7,80.3
4/01/2023 0:20,5011,542.45,104.77,454.83,1,5,7.74,56.7,78.3
4/01/2023 0:30,5011,447.24,116.6,347.55,1,5,11.69,58.7,76.2
4/01/2023 0:40,5011,364.1,156.29,227.77,1,5,17.27,60.7,73.8
4/01/2023 0:50,5011,560.44,129.26,445.59,1,5,8.43,62.7,71.2
4/01/2023 1:00,5011,540.48,133.78,419.62,1,5,9.45,64.6,68.4
4/01/2023 1:10,5011,723.89,174.88,563.52,1,5,4.9,66.5,65.2
4/01/2023 1:20,5011,712.45,168.09,556.24,1,5,5.45,68.3,61.5
4/01/2023 1:30,5011,777.68,195.55,593.83,1,5,4.29,70.1,57.4
4/01/2023 1:40,5011,571.35,139.66,438.7,1,5,9.82,71.8,52.5
4/01/2023 1:50,5011,544.13,122.82,426.47,1,5,11.08,73.3,46.9
4/01/2023 2:00,5011,589.68,121,472.94,1,5,9.7,74.7,40.2
4/01/2023 2:10,5011,493.06,94.8,401.09,1,5,13.36,76,32.5
4/01/2023 2:20,5011,630.63,119.31,514.41,1,5,8.74,76.9,23.5
4/01/2023 2:30,5011,831.71,210.1,626.54,1,5,4.07,77.6,13.5
4/01/2023 2:50,5011,644.72,121.21,526.26,1,5,8.4,77.8,351.8
4/01/2023 3:00,5011,1005.38,701.06,321.5,1,6,0.7,77.3,341.3
4/01/2023 3:10,5011,957.95,502.98,468.93,1,5,1.57,76.5,331.8
4/01/2023 3:20,5011,995.2,700.96,316.96,1,6,0.7,75.4,323.5
4/01/2023 3:30,5011,986.09,699.14,313.86,1,6,0.7,74.1,316.3
4/01/2023 3:40,5011,975.01,697.34,309.75,1,6,0.7,72.6,310.2
4/01/2023 3:50,5011,962.05,690.81,309.16,1,6,0.7,70.9,305
4/01/2023 4:00,5011,948.03,684.07,308.52,1,6,0.7,69.2,300.5
4/01/2023 4:10,5011,1044.75,1031.45,92.49,1,0,0,67.4,296.6
4/01/2023 4:20,5011,1028.26,1028.61,91.96,1,0,0,65.5,293.2
4/01/2023 4:30,5011,1010.12,1025.4,91.37,1,0,0,63.6,290.2
4/01/2023 4:40,5011,990.39,1021.82,90.73,1,0,0,61.7,287.5
4/01/2023 4:50,5011,969.07,1017.83,90.02,1,0,0,59.7,285
4/01/2023 5:00,5011,946.22,1013.43,89.25,1,0,0,57.7,282.8
4/01/2023 5:10,5011,921.9,1008.59,88.42,1,0,0,55.7,280.7
4/01/2023 5:20,5011,896.16,1003.27,87.51,1,0,0,53.7,278.8
4/01/2023 5:30,5011,869.07,997.45,86.54,1,0,0,51.7,277
4/01/2023 5:40,5011,840.67,991.09,85.49,1,0,0,49.6,275.3
4/01/2023 5:50,5011,811.04,984.14,84.37,1,0,0,47.6,273.7
4/01/2023 6:00,5011,780.25,976.57,83.17,1,0,0,45.5,272.2
4/01/2023 6:10,5011,748.34,968.27,81.88,1,0,0,43.5,270.7
4/01/2023 6:20,5011,715.41,959.22,80.51,1,0,0,41.4,269.2
4/01/2023 6:30,5011,681.54,949.34,79.03,1,0,0,39.4,267.9
4/01/2023 6:40,5011,646.82,938.55,77.46,1,0,0,37.3,266.5
4/01/2023 6:50,5011,611.32,926.73,75.78,1,0,0,35.3,265.2
4/01/2023 7:00,5011,479.85,418.12,250.53,1,6,0.7,33.3,263.9
4/01/2023 7:10,5011,538.35,899.54,72.05,1,0,0,31.2,262.6
4/01/2023 7:20,5011,501.07,883.77,70.01,1,0,0,29.2,261.4
4/01/2023 7:30,5011,463.38,866.2,67.86,1,0,0,27.2,260.1
4/01/2023 7:40,5011,425.4,846.68,65.54,1,0,0,25.2,258.9
4/01/2023 7:50,5011,387.25,824.88,63.03,1,0,0,23.1,257.6
4/01/2023 8:00,5011,349.05,800.39,60.3,1,0,0,21.1,256.4
4/01/2023 8:10,5011,310.93,772.69,57.33,1,0,0,19.2,255.1
4/01/2023 8:20,5011,159.09,43.79,146.15,1,5,4.6,17.2,253.9
4/01/2023 8:30,5011,235.5,704.75,50.5,1,0,0,15.2,252.6
4/01/2023 8:40,5011,198.92,663.32,46.68,1,0,0,13.3,251.4
4/01/2023 8:50,5011,163.16,614.51,42.4,1,0,0,11.3,250.1
4/01/2023 9:00,5011,128.71,556.83,37.64,1,0,0,9.4,248.8
4/01/2023 9:10,5011,96.16,488.29,32.34,1,0,0,7.5,247.5
4/01/2023 9:20,5011,65.4,401.41,26.06,1,0,0,5.6,246.1
4/01/2023 9:30,5011,40.33,305.3,20.32,1,0,0,3.8,244.8
4/01/2023 9:40,5011,18.68,177.69,12.74,1,0,0,1.9,243.4
4/01/2023 9:50,5011,0.5,0.44,0.5,1,0,0,0.1,242
4/01/2023 19:30,5011,0,0,0,1,0,0,-0.9,118.8
